id;subject_rf;name_full;name_short;name_employee;inn;orn;legal_address;actual_address;phone;email;site;count_mkd;area_total;w_summ
8914080;"Новосибирская область";"Общество с ограниченной ответственностью управляющая компания ""Доверие""";"ООО УК ""Доверие""";"Владимир Анатольевич Симонов";5410779982;1135476135849;"г. Новосибирск, ул. Карельская, д. 19";"г. Новосибирск, ул. Богдана Хмельницкого, д. 2, п. 719, 720, 721";"+7 (383) 289-97-53";uk_doverie_2013@mail.ru;http://uk-doverie.com;14;50330,14;37,00
8935630;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания ""Дождь""";"ООО УК ""Дождь""";"Ирина Александровна Сыщенко";5407958981;1165476181782;"г. Новосибирск, ул. Салтыкова-Щедрина, д. 128, п. 16";"г. Новосибирск, ул. Салтыкова-Щедрина, д. 128, п. 16";+7(923)1988257;mkdojdik@mail.ru;uk-dozhd.ru;1;28150,90;50,50
8585786;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""Дом""";"ООО УК ""Дом""";"Сергей Николаевич Ласьков";5406732981;1125476234091;"г. Новосибирск, ул. 1905 года, д. 73, п. оф. 3";"г. Новосибирск, ул. Лазурная, д. 28";"(383)328-48-37, (383)209-15-27";ooouk.dom@mail.ru;http://дом-новосибирск.vgkh.ru/;5;76300,70;
8937246;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания Домовой+""";"ООО ""УК Домовой+""";"Галина Сергеевна Черногузова";5405987200;1165476181056;"г. Новосибирск, ул. Обская, д. 50/1, п. 4";"г. Новосибирск, ул. Обская, д. 50/1, п. 4";8-913-777-29-40;yk_domovoi@mail.ru;domovoy-nsk.ru;71;74130,69;29,00
8932493;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УК «ДОМСЕРВИС»";"ООО УК ""ДОМСЕРВИС""";"Александр Викторович Синица";5405974402;1165476088810;"г. Новосибирск, ул. Механическая 1-я, д. 10";"г. Новосибирск, ул. Механическая 1-я, д. 10";8(383)286-57-00;domservis-uk@yandex.ru;www.domservis.jf54.ru;21;78721,00;31,00
8500995;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания Дом-Сервис""";"ООО ""УК Дом-Сервис""";"Виктор Степанович Подтеребин";5406570360;1105406015791;"г. Новосибирск, ул. Орджоникидзе, д. 47";"г. Новосибирск, ул. Орджоникидзе, д. 47";"(383) 240-92-00";uk.dom-servis@mail.ru;http://rodonit-nsk.ru;2;50958,60;34,00
8929243;"Новосибирская область";"Общество с ограниченной ответственностью «Управляющая компания «Дом Сервис»";"ООО «УК «Дом Сервис»";"Наталья Алексеевна Малашенко";5452000083;1155476003638;"г. Куйбышев, кв-л. 10-й, д. 6, п. 14";"г. Куйбышев, ул. Коммунистическая, д. 19А";3836221380;domservis-2015@mail.ru;ukdom-servis.ru;17;32915,90;31,00
8938627;"Новосибирская область";"Общество с ограниченной ответственностью УК ""Дом-Сервис""";"ООО УК ""Дом-Сервис""";"Олег Петрович Павлик";5406973391;1175476036340;"г. Новосибирск, ул. Фрунзе, д. 80, п. 31";"г. Новосибирск, ул. Фрунзе, д. 80, п. 31";+7(913)754-10-0;domservice_om@mail.ru;;1;26816,40;21,00
8919270;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Достойное жилье""";"ООО УК ""Достойное жилье""";"Александр Алексеевич Зайцев";5406695874;1115476167300;"г. Новосибирск, ул. Военная, д. 18";"г. Новосибирск, ул. Военная, д. 18";+7(383)2049495;uk-dg@mail.ru;ук-дж.рф;1;8545,50;26,50
8645154;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""ДОСТОЙНЫЙ СЕРВИС""";"ООО УК ""ДОСТОЙНЫЙ СЕРВИС""";"Владимир Алексеевич Прокопов";5405438200;1115476082963;"г. Новосибирск, ул. Татьяны Снежиной, д. 49\1, к. 1";"г. Новосибирск, ул. Татьяны Снежиной, д. 49/1, к. 1";246-18-92;diskus-servis-nsk@ngs.ru;http://uk-ds.ru/;80;1141510,95;37,00
8940730;"Новосибирская область";"Общество с ограниченной ответственностью управляющая компания ""Дружный двор""";"ООО УК ""Дружный двор""";"Оксана Владимировна Янчук";5409237600;1125476108097;"г. Новосибирск, ул. Эйхе, д. 10";"г. Новосибирск, ул. Эйхе, д. 10";349-96-03;uk-ddvor@rambler.ru;http://www.druzhnyydvor.i-gkh.ru;10;61289,80;
8580341;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания «ЖилДом»";"ООО УК «ЖилДом»";"Нина Сергеевна Бандровская";5406416930;1075406046803;"г. Новосибирск, ул. Ипподромская, д. 22/1";"г. Новосибирск, ул. Урицкого, д. 21";"+7 383 335-82-59";voronovag@ngs.ru;http://жилдом.жкхнсо.рф/;2;23132,40;36,00
7796864;"Новосибирская область";"Общество с ограниченной ответственностью «Управляющая компания «ЖилКомСервис»";"ООО «УК «ЖилКомСервис»";"Андрей Борисович Гусев";5445263620;1105445001640;"г. Бердск, ул. Красная Сибирь, д. 109, п. офис";"г. Бердск, ул. Красная Сибирь, д. 109, п. офис";"(38341) 3-57-70 (офис)";brd-gks@mail.ru;http://www.iberdsk.ru/jkh/uk-zhilkomservis/;55;336929,34;36,00
8927699;"Новосибирская область";"Общество с ограниченной ответственностью УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛОЙ КВАРТАЛ»";"ООО УК «ЖИЛОЙ КВАРТАЛ»";"Татьяна Анатольевна Семенова";5404016990;1155476086446;"г. Новосибирск, ул. Титова, д. 17";"г. Новосибирск, ул. Степная, д. 2/1";+73833670227;;;52;72147,40;28,50
8926917;"Новосибирская область";"ООО УК ""ЖилСервис""";"ООО УК ""ЖилСервис""";"Екатерина Константиновна Акулинина";5404007850;1155476033481;"г. Новосибирск, пр-кт. Карла Маркса, д. 30, п. 514А";"рп. Краснообск, тер. Микрорайон 2, д. ЦПТ 240";"+7 (383) 217-47-60";jilservis.nsk@yandex.ru;http://ук-жс.рф;1;16782,30;34,00
8346641;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания «ЖилСервис»";"ООО УК «ЖилСервис»";"Екатерина Константиновна Акулинина";5405402074;1095405024219;"г. Новосибирск, ул. Восход, д. 1, стр. a";"г. Междуреченск, пр-кт. Коммунистический, д. 29";"(38475) 2-31-69, 2-24-91, 2-21-81";jilservis@gmail.com;www.uk-js42.ru;2;20114,00;43,50
8029428;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания ""Жилстройсервис""";"ООО ""УК ""Жилстройсервис""";"Сергей Александрович Михайлов";5445254217;1075445002852;"г. Бердск, ул. Красная Сибирь, д. 109";"г. Бердск, ул. Красная Сибирь, д. 109";3-52-26,3-55-00;berdsk-gss@yandex.ru;ооо-укжилстройсервис.рф;2;3550,10;30,00
7711332;"Новосибирская область";"Общество с ограниченной ответственностью «Управляющая компания «Жилтрест»";"ООО ""УК ""Жилтрест""";"Александр Иванович Душейко";5452114186;1085471000372;"г. Куйбышев, ул. Промзона, д. 5";"г. Куйбышев, кв-л. 3-й, д. 14";+7(38362)67-555;ykgiltrest_09@mail.ru;ук-жилтрест.рф;10;1697,70;28,00
8918548;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Жилфонд""";"ООО УК ""Жилфонд""";"Сергей Александрович Барков";5440110772;1135483004117;"г. Черепаново, ул. Тельмана, д. 31, п. 2";"г. Черепаново, ул. Пролетарская, д. 97А";(38345)210-26;sbarkov15@ngs.ru;http://jilfond2015.wix.com/jilfond-2015;158;144321,71;39,00
8601439;"Новосибирская область";"Общество с огранической ответственностью ""Управляющая компания ""Жилфонд-Сервис""";"ООО""УК"" Жилфонд-Сервис""";"Дмитрий Олегович Лесняк";5440106423;1105462000324;"рп. Посевная, ул. Островского, д. 64Б, п. 10";"рп. Посевная, ул. Островского, д. 62";83834548675;Lesnyakd@mail.ru;;31;3355,20;17,00
8915367;"Новосибирская область";"Общество с ограниченной ответственностью управляющая компания ""Жилой комплекс Гагаринский""";"ООО УК ""ЖК Гагаринский""";"Сергей Александрович Живаев";5403361143;1145476091727;"г. Новосибирск, ул. Новогодняя, д. 24/1";"г. Новосибирск, ул. Новогодняя, д. 24/1";"8 383 2091766";uk_gagarinskiy@ngs.ru;http://uk-gagarin.ru/;2;33567,50;33,00
7574128;"Новосибирская область";"Общество с ограниченной ответственностью «Управляющая компания по жилищно-коммунальному комплексу Маслянинского района»";"ООО «УК ЖКК Маслянинского района»";"Алексей Сергеевич Баев";5431103264;1105483000402;"рп. Маслянино, ул. Пролетарская, д. 22";"рп. Маслянино, ул. Пролетарская, д. 22";"8 (383-47) 22-248  23-038";ukgkk2010@mail.ru;http://masl-uk.umi.ru/;8;19621,96;31,00
8912173;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Жилищно-коммунальный сервис""";"ООО УК ""ЖКС""";"Иван Сергеевич Криворученко";5405415027;1105476017437;"г. Новосибирск, ул. Вилюйская, д. 8";"г. Новосибирск, ул. Вилюйская, д. 8";3670423;upravcom@list.ru;www.ukgks54.ru;5;83491,40;37,00
8917593;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""Жилищно-Коммунальное хозяйство Верх-Тулинское""";"ООО УК ""ЖКХ Верх-Тулинское""";"Светлана Евгеньевна Волк";5433188961;1125476086450;"с. Верх-Тула, ул. Советская, д. 3";"с. Верх-Тула, ул. Советская, д. 3";2933-248;dez66@list.ru;gkhvtula54.com;5;10785,30;53,00
7575163;"Новосибирская область";"ООО Управляющая компания ""ЖКХ-Гарант""";"ООО УК ""ЖКХ-Гарант""";"Сергей Александрович Баскаков";5410008250;1065410041839;"г. Новосибирск, ул. 25 лет Октября, д. 11";"г. Новосибирск, ул. 25 лет Октября, д. 11";233-10-33;uk@uk-gkhgarant.ru;http://uk-gkhgarant.ru;80;645668,10;38,00
8918379;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания жилищного и коммунального хозяйства Колывань";"ООО УК ЖКХ Колывань";"Марина Анатольевна Жукова";5424402320;1085475007441;"рп. Колывань, ул. Максима Горького, д. 53";"рп. Колывань, ул. Советская, д. 33";8-383-52-52-050,8-383-52-51-399;kolyvan-dez@yandex.ru;www.reformagkh.ru;12;11920,15;31,00
8921984;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания жилищного коммунального хозяйства ""Ложок""";"ООО УК ЖКХ ""Ложок""";"Владимир Николаевич Самойленко";5446116940;1145476156528;"г. Искитим, ул. Большевистская, д. 3";"г. Искитим, ул. Большевистская, д. 3";8(38343)26109;info@uk-zhkx-lozhok.ru;uk-zhkx-lozhok.ru;31;97716,84;29,50
8915292;"Новосибирская область";"Общество с ограниченной ответственностью ""УК ЖКХ-Стандарт""";"ООО ""УК ЖКХ-Стандарт""";"Сергей Владимирович Владимирцев";5405462683;1125476160700;"г. Новосибирск, ул. Добролюбова, д. 22";"г. Новосибирск, ул. Серафимовича, д. 14";+7-905-937-8426;zhkx.standart@mail.ru;731.degkh.ru/ooo_uk_zhkkh_standart/;4;17706,50;36,00
8921305;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Жилищная сервисная компания""";"ООО УК ""ЖСК""";"Владислав Александрович Гребенюк";5404522996;1145476129831;"г. Новосибирск, ул. Петухова, д. 156";"г. Новосибирск, ул. Петухова, д. 160";"(383) 375-72-94";jsk-nsk@mail.ru;жск-нск.рф;15;243549,60;69,50
7551148;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания жилищного хозяйства Октябрьского района""";"ООО ""УКЖХ Октябрьского района""";"Александр Александрович Морокин";5405322397;1065405124102;"г. Новосибирск, ул. Садовая, д. 30";"г. Новосибирск, ул. Садовая, д. 30";(383)266-16-16;ukgh@cf1.ru;www.zhkh54.ru/ukgh/;321;1690569,64;38,00
8919352;"Новосибирская область";"Общество с ограниченной ответственностью ""УК ЖЭУ-2""";"ООО ""УК ЖЭУ-2""";"Михаил Леонидович Антропов";5446116731;1145476125453;"г. Искитим, мкр. Индустриальный, д. 21";"г. Искитим, мкр. Индустриальный, д. 21";8(383-43)36691;Jeu2-iskitim@mail.ru;http://mupgitc.ru/;44;138878,50;36,00
8011218;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""ЖЭУ-4""";"ООО УК ""ЖЭУ-4""";"Ирина Анатольевна Мальцева";5407006238;1055407090837;"г. Новосибирск, ул. Челюскинцев, д. 4";"г. Новосибирск, ул. Челюскинцев, д. 4";221-50-20;geu4@cn.ru;http://жэу-4.рф;45;277962,39;33,00
8931793;"Новосибирская область";"Общество с ограниченной ответственностью УК ""Зеленый город Бавария""";"ООО УК ""Зеленый город Бавария""";"Елена Геннадьевна Казанцева";5405506877;1145476152403;"рп. Краснообск, мкр. 7, д. 1, п. 30";"рп. Краснообск, мкр. 7, д. 1, п. 30";3-100-035;g.nso.ar@yandex.ru;http://greencity-bavaria.ru/;24;64314,80;31,00
8917018;"Новосибирская область";"Общество с ограниченной ответственностью УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЗНАМЕНСКАЯ""";"ООО УК ""ЗНАМЕНСКАЯ""";"Ирина Алексеевна Титоренко";5405482305;1135476141327;"г. Новосибирск, ул. Стофато, д. 9";"г. Новосибирск, ул. Стофато, д. 9";209-10-21;znamenskaya@uk-znamen.ru;www.znamen.ru;7;37617,00;66,00
8919718;"Новосибирская область";"ООО Управляющая компания «Изумрудный город»";"ООО УК «Изумрудный город»";"Альберт Эдуардович Григорьев";5401364036;1125476257610;"г. Новосибирск, ул. Бориса Богаткова, д. 253/4";"г. Новосибирск, ул. Бориса Богаткова, д. 253/4";383-319-57-16;izumrudny_gorod@ngs.ru;http://izumrudnygorod-uk.ru/;2;50334,00;
7623063;"Новосибирская область";"Общество с ограниченной ответственностью управляющая компания ""Камелот""";"ООО УК ""Камелот""";"Оксана Владимировна Иванова";5404421074;1105476058050;"г. Новосибирск, ул. Станционная, д. 30А";"г. Новосибирск, ул. Адриена Лежена, д. 91";83832049616;kamelot.nsk1@gmail.com;http://kamelot-nsk.okis.ru;6;68709,60;35,00
8921259;"Новосибирская область";"общество с ограниченной ответственностью управляющая компания ""КЕДР""";"ООО УК ""КЕДР""";"Марина Григорьевна Королева";5406795580;1145476151039;"г. Новосибирск, ул. Красина, д. 54, п. офис802";"г. Новосибирск, ул. Красина, д. 54, п. офис 802";2091236;uk.kedr@mail.ru;731.degkh.ru/ooo_uk_kedr;22;108110,20;35,50
8780519;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Клер""";"ООО УК ""Клер""";"Андрей Александрович Котельников";5407457495;1105476067135;"г. Новосибирск, ул. Депутатская, д. 2, к. 1";"рп. Краснообск, тер. Микрорайон 6, д. 4, к. 4";"(383) 3477868";ooo_yk_kler@mail.ru;http://ук-клер.рф/;26;102068,90;37,00
8918415;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания ""Комфорт""";"ООО ""УК ""Комфорт""";"Юлия Алексеевна Павлова";5452117050;1145476132185;"г. Куйбышев, мкр. Южный, д. 8";"г. Куйбышев, мкр. Южный, д. 8";8(38362)50020;pavlova-j-8080@mail.ru;www.kainsk-komfort.ru;30;52758,07;49,00
8933739;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОМФОРТ""";"ООО УК ""КОМФОРТ""";"Лариса Павловна Аверина";5405966987;1155476129016;"г. Новосибирск, ул. Кирова, д. 29";"г. Новосибирск, ул. Кирова, д. 29";"(383) 381-21-12";komfort@komfort-sib.ru;www.komfort-sib.ru;1;21296,40;31,00
8471937;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания ""Комфортный дом""";"ООО "" УК ""Комфортный дом""";"Данил Александрович Солошенко";5406652408;1105476091940;"г. Новосибирск, ул. Большевистская, д. 126, п. 1";"г. Новосибирск, ул. Большевистская, д. 126, п. 1";+73832091346;ukkd@ngs.ru;ukkd.ru;24;276339,90;31,00
8500381;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Красная горка""";"ООО УК ""Красная горка""";"Владимир Александрович Цыкин";5406676198;1115476083051;"г. Новосибирск, пр-кт. Красный, д. 55";"г. Новосибирск, ул. 1-я Родниковая, д. 24/7";349-98-15;krasnai-gorka@ngs.ru;http://krasnai-gorka.i-gkh.ru;87;19831,26;36,00
8916098;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ «КРИСТАЛЛ»";"ООО УК ""Кристалл""";"Виктор Викторович Злобин";5445037438;1145476098404;"г. Бердск, ул. Комсомольская, д. 6Б";"г. Бердск, ул. Кристальная, д. 3/1, п. 3";"8383(41) 6-11-1, 8-913-905-03-32";PO_KR@mail.ru;www.iberdsk.ru/jkh/uk-kristall_1/;73;86121,50;35,00
8933662;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""КачествоСервисКомфорт""";"ООО УК ""КСК""";"Игорь Степанович Лапекин";5407954916;1165476109501;"г. Новосибирск, ул. 1905 года, д. 28, п. 216";"г. Новосибирск, ул. 1905 года, д. 28, п. 216";347-73-74;kservisk@mail.ru;http://uk-ksk.ru;4;76009,52;35,00
8919235;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Левобережная""";"ООО УК ""Левобережная""";"Сергей Валентинович Побоченко";5404489026;1135476109504;"г. Новосибирск, ул. Связистов, д. 17, п. офис 3БК";"г. Новосибирск, ул. Сержанта Коротаева, д. 1, п. офис 5";2174408;info@uk-lb.ru;http://uk-lb.ru;5;64007,46;28,00
8923838;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""Ленинская""";"ООО УК ""Ленинская""";"Виктор Викторович Налобин";5404005067;1155476016442;"г. Новосибирск, ул. Ударная, д. 1/3";"г. Новосибирск, ул. Ватутина, д. 12/1";349-95-37;;;34;27919,80;36,50
7559082;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания-Лидер""";"ООО ""УК-Лидер""";"Алексей Григорьевич Воронин";5453176731;1085468000375;"г. Татарск, ул. Василевского, д. 3";"г. Татарск, ул. Василевского, д. 3";"8 (38364) 22307, 20110";ooouklider@inbox.ru;http://uklider.nethouse.ru/;149;269970,76;56,50
8938670;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МАГ-Сервис""";"ООО ""УК ""МАГ-Сервис""";"Алексей Валерьевич Тимофеев";5445025464;1175476103032;"г. Бердск, ул. Красная Сибирь, д. 138, п. 3";"г. Бердск, ул. Красная Сибирь, д. 138, п. 3";89139599270;nadezhdagkh@list.ru;www.nadezhdagkh.ru;2;10877,80;
8924440;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая Компания ""Марсель""";"ООО ""УК ""Марсель""";"Лилия Ангамовна Чичева";5405957005;1155476049410;"г. Новосибирск, ул. Водопроводная, д. 1а";"г. Новосибирск, ул. Обская 2-я, д. 154";"209-23-14, 209-23-16, 209-23-18";UK_MARSEL@mail.ru;ykmarsel.ru;1;71685,50;31,50
8920655;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания МЖК ""Монолит""";"ООО УК МЖК ""Монолит""";"Андрей Викторович Панов";5407024212;1065407147706;"г. Новосибирск, ул. 1905 года, д. 21, к. 3";"г. Новосибирск, ул. 1905 года, д. 21, к. 3";+7(383)2185987;disk1905@mail.ru;reformagkh.ru;3;23795,40;31,00
8937053;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""МИЛКХАУС""";"ООО УК ""МИЛКХАУС""";"Светлана Аркадьевна Шадрова";5406625852;1165476200328;"г. Новосибирск, пл. Труда, д. 1";"г. Новосибирск, ул. Семьи Шамшиных, д. 24";8-913-773-01-01;milk-house@list.ru;;1;;20,50
8928238;"Новосибирская область";"Общество с ограниченной ответственностью ""УК Монолит""";"ООО ""УК Монолит""";"Валерий Владимирович Шумихин";5402010128;1155476095807;"г. Новосибирск, ул. Плановая, д. 62";"г. Новосибирск, ул. Плановая, д. 62";"(383) 225-15-30";ukmonolitnsk@ya.ru;http://www.укмонолит.рф;9;33607,80;32,00
8912861;"Новосибирская область";"ООО Управляющая компания ""Монолит""";"ООО УК ""Монолит""";"Юлия Сергеевна Дрёмова";5445017375;1135483004832;"г. Бердск, ул. К.Маркса, д. 33";"г. Бердск, ул. Ленина, д. 44";"(38341) 2-00-94";monolith_uk@mail.ru;www.iberdsk.ru/jkh/monolit/;18;56618,50;32,00
8570479;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания Надежда""";"ООО ""УК НАДЕЖДА""";"Дмитрий Анатольевич Ануфриев";5452116514;1135485000837;"с. Абрамово, ул. Зеленая, д. 6";"г. Куйбышев, ул. Краскома, д. 5";"офис:8(383)6253177  АДС: 8-(383)-280-42-08";uknadegda@mail.ru;https://2383748.reformagkh.ru;82;230691,99;70,50
8923507;"Новосибирская область";"Общество с ограниченной ответственностью ""Управляющая компания ""НА ДЕРЖАВИНА""";"ООО УК ""НА ДЕРЖАВИНА""";"Максим Сергеевич Лаврентьев";5406788582;1145476105004;"г. Новосибирск, ул. Державина, д. 77, п. 106";"г. Новосибирск, ул. Державина, д. 77, п. 106";"+7 913 396 20 20";nadergavina@mail.ru;седьмоенебо.сайт;3;44617,10;27,50
8938483;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Новый город""";"ООО УК ""Новый город""";"Наталья Артуровна Смолякова";5402031657;1175476051783;"г. Новосибирск, ул. Аэропорт, д. 2/3, п. 27";"г. Новосибирск, ул. Аэропорт, д. 2/3, п. 27";"(383) 3495881";3495881@gmail.com;3495881.ru;2;22438,30;21,00
8915884;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""НСК-Дом""";"ООО УК ""НСК-Дом""";"Сергей Владимирович Задорожный";5404401342;1095404021140;"г. Новосибирск, ул. Добролюбова, д. 162/1";"г. Новосибирск, ул. Добролюбова, д. 162/1";"+7 (383) 319-14-47";3191447@mail.ru;nskdom54.ru;2;46762,90;33,00
8838199;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Олимп""";"ООО УК ""Олимп""";"Сергей Николаевич Ласьков";5405465772;1125476211299;"г. Новосибирск, ул. 1905 года, д. 85/2, п. 5";"г. Новосибирск, ул. 1905 года, д. 85/2, п. 5";"+7383 286-19-06";2861906@mail.ru;https://ukolimp.reformagkh.ru/;1;14700,00;
8940850;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ОПТИМУМ""";"ооо ""УК Оптимум""";"Алексей Сергеевич Петров";5443027057;1175476084079;"п. Чернореченский, ул. Тепличная, д. 3, п. 2";"рп. Линево, пр-кт. Мира, д. 52, п. 5";83834339111;uk-optimum@mail.ru;uk-optimum.ru;31;94230,75;
8920797;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания «Основа»";"ООО УК «Основа»";"Наталья Геннадьевна Попович";5405501685;1145476109954;"г. Новосибирск, ул. Сибиряков-Гвардейцев, д. 44/7";"г. Новосибирск, ул. Сибиряков-Гвардейцев, д. 44/7";"(383) 347-30-18";info@uk-osnova.ru;http://uk-osnova.ru/;1;25021,90;34,50
8752500;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""Петровская Слобода""";"ООО УК ""Петровская Слобода""";"Пётр Павлович Шахов";5410045999;1125476019470;"г. Новосибирск, ул. Олеко Дундича, д. 25/1";"г. Новосибирск, ул. Дениса Давыдова, д. 9";"8(383) 284-24-54  271-97-86";petrovskay-sloboda@mail.ru;http://petrovskaysloboda.i-gkh.ru;26;368663,00;40,00
8605336;"Новосибирская область";"ООО Управляющая Компания ""Печатников, 6""";"ООО УК ""Печатников, 6""";"Елена Николаевна Арясова";5408298791;1125476211453;"г. Новосибирск, ул. Печатников, д. 6";"г. Новосибирск, ул. Печатников, д. 6";+7(913)-983-7511;pechatnikov.6@mail.ru;http://pechatnikov6.ucoz.ru/;1;14296,10;31,50
8924457;"Новосибирская область";"Общество с ограниченной ответсвенностью Управляющая Компания ""Посевнинская""";"ООО УК ""Посевнинская""";"Олеся Евгеньевна Герасименко";5440116069;1145476052149;"рп. Посевная, ул. Фурманова, д. 10, п. 14";"рп. Посевная, ул. Фурманова, д. 10, п. 14";8-383-45-48-516;olesya-gerasimenko76@yandex.ru;0;26;18523,17;32,00
8593337;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""Правый берег""";"ООО УК ""Правый берег""";"Василий Анатольевич Алешин";5408291468;1115476149821;"г. Новосибирск, ул. Молодости, д. 21";"г. Новосибирск, ул. Энгельса, д. 15";"(383) 209-26-65";pb2092665@yandex.ru;http://uk-pravbereg.ru;25;131420,61;36,00
8937041;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая Компания ""Правый Берег-ЖЭУ 1""";"ООО УК ""Правый берег-ЖЭУ 1""";"Василий Анатольевич Алешин";5408013492;1165476215915;"г. Новосибирск, ул. Иванова, д. 33Б, п. офис 1";"г. Новосибирск, ул. Иванова, д. 33Б, п. офис 1";8(383)209-26-65;;;1;8035,10;26,50
8927629;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Приоритет-НСК""";"ООО УК ""Приоритет-НСК""";"Наталья Васильевна Хаметова";5406590102;1155476087007;"г. Новосибирск, ул. Советская, д. 5, к. Блок Б, п. офис 401";"г. Новосибирск, ул. Советская, д. 5, к. Блок Б, п. офис 401";"(383) 363-21-69";prioritet-nsk@bk.ru;http://www.priority-nsk.ru/;8;183666,70;51,50
8920818;"Новосибирская область";"Общество с ограниченной ответственностью Управляющая компания ""Прогресс""";"ООО УК ""ПРОГРЕСС""";"Михаил Сергеевич Перфилов";5445015924;1135483001917;"г. Бердск, ул. Ленина, д. 15В";"г. Бердск, ул. Ленина, д. 15В";"8 (38341) 55006";uk-progress-brd@mail.ru;http://www.iberdsk.ru;25;92502,25;41,00
8570823;"Новосибирская область";"Общество с ограниченной ответственностью «УК Проспект»";"ООО «УК Проспект»";"Константин Сергеевич Баев";5433192157;1135476035958;"рп. Кольцово, ул. Вознесенская, д. 2";"рп. Кольцово, ул. Вознесенская, д. 2";3061399;uk-prospekt@prospekt-uk.ru;uk.prospekt-uk.ru;13;153012,20;35,00
8920279;"Новосибирская область";"Общества с ограниченной ответственностью Управляющая Компания ""Профессиональный подход""";"ООО УК ""Профессиональный подход""";"Антон Сергеевич Павлов";5402570313;1135476178738;"г. Новосибирск, ул. Дуси Ковальчук, д. 238";"г. Новосибирск, ул. Дуси Ковальчук, д. 238";8(383)2915940;uk-delta@ngs.ru;www.resident-service.ru;11;126250,40;32,00
8932537;"Новосибирская область";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ  ПЕРВОГО СТРОИТЕЛЬНОГО ФОНДА";"ООО УК ПСФ";"Сергей Викторович Дашко";5409002380;1155476131392;"г. Новосибирск, ул. Заречная, д. 4";"г. Новосибирск, ул. Заречная, д. 4";+7(383)3190912;uk@psfond.ru;;6;65362,90;35,00
