,id,subject_rf,name_full,name_short,name_employee,inn,orn,legal_address,actual_address,phone,email,site,count_mkd,area_total,w_summ
165,8628321,Новосибирская область,"Жилищно-строительный кооператив ""Первенец""","ЖСК ""Первенец""",Валентина Александровна Цирп,5402109279,1025401024681.0,"г. Новосибирск, ул. Дачная, д. 29","г. Новосибирск, ул. Дачная, д. 29",89133866090,dachnaya29@mail.ru,gskpervenec.ru,1.0,3214.3,28.5
166,8927607,Новосибирская область,"жилищно-строительный кооператив ""Победа""","ЖСК ""Победа""",Юрий Анатольевич Долгих,5404118110,1035401482710.0,"г. Новосибирск, ул. Широкая, д. 131","г. Новосибирск, ул. Широкая, д. 131",(383)-341-80-86,olgdolgikh1952@yandex.ru,,1.0,3451.9,31.5
167,8566934,Новосибирская область,"Жилищно-строительный кооператив ""Подснежник""","ЖСК ""Подснежник""",Галина Федоровна Кулешова,5401108427,1045400522881.0,"г. Новосибирск, ул. Есенина, д. 35","г. Новосибирск, ул. Есенина, д. 35",267-40-67,esenina-35@mail.ru,ReformaGKH.Ru,1.0,3458.1,27.5
168,8583454,Новосибирская область,"Жилищно-строительный кооператив ""Полёт""",ЖСК Полёт,Елена Николаевна Ильина,5401110190,1025400533300.0,"г. Новосибирск, ул. Кошурникова, д. 37","г. Новосибирск, ул. Кошурникова, д. 37",8-960-796-85-85,ilinixelena@mail.ru,,1.0,0.0,22.5
169,8607827,Новосибирская область,"жилищно-строительный кооператив ""приморский""","жск ""приморский""",Константин Георгиевич Боргояков,5408119604,1025403660941.0,"г. Новосибирск, ул. Гидромонтажная, д. 54","г. Новосибирск, ул. Гидромонтажная, д. 54, п. 36",89139510976,gsk.primorsky@mail.ru,,1.0,2645.1,21.0
170,8600763,Новосибирская область,"Жилищно-строительный кооператив ""Прогресс""","ЖСК ""Прогресс""",Лидия Александровна Уржумцева,5402103365,1045401005561.0,"г. Новосибирск, ул. Жуковского, д. 119","г. Новосибирск, ул. Жуковского, д. 119",2269405,progres-gsk@list.ru,,1.0,2552.6,21.5
171,8894222,Новосибирская область,"Жилищно-строительный кооператив ""Рабочий""","ЖСК ""Рабочий""",НАТАЛЬЯ ЕВГЕНЬЕВНА БАСАЛАЕВА,5401108459,1035400512861.0,"г. Новосибирск, ул. Промышленная, д. №8, п. кв.39","г. Новосибирск, ул. Промышленная, д. №8, п. кв.39",279-87-43,2881289@mail.ru,,1.0,3804.0,22.0
172,8605873,Новосибирская область,"Жилищно-строительный кооператив ""Радист""","ЖСК ""Радист""",Ольга Владимировна Спиценко,5401108378,1025400523862.0,"г. Новосибирск, ул. Королева, д. 27","г. Новосибирск, ул. Королева, д. 27",8913 713 1702,jsk.radist@mail.ru,,1.0,2572.1,24.5
173,8570737,Новосибирская область,Жилищно-строительный кооператив Радуга,"ЖСК ""РАДУГА""",Артем Николаевич Бочкала,5404117797,1035401486229.0,"г. Новосибирск, ул. Пархоменко, д. 22","г. Новосибирск, ул. Пархоменко, д. 22",+7-913-893-29-71,radugazsk@yandex.ru,,1.0,3550.0,27.0
174,8920192,Новосибирская область,Жилищно-строительный кооператив “Ракета”,"ЖСК ""Ракета""",Лариса Владимировна Шерстнева,5403106471,1025401305489.0,"г. Новосибирск, ул. Новогодняя, д. 36","г. Новосибирск, ул. Новогодняя, д. 36",346-03-42,Sherstneva_larisa@mail.ru,,1.0,5461.5,28.5
175,8457355,Новосибирская область,Жилищно строительный кооператив домовладельцев «Рекорд»,ЖСК «Рекорд»,Михаил Петрович Шмаков,5406015800,1025402477935.0,"г. Новосибирск, ул. Гоголя, д. 39, 49","г. Новосибирск, ул. Гоголя, д. 39, п. 7",8-913-904-55-62,gsk_rekord@mail.ru,http://тсж.жкхнсо.рф/тсж-рекорд/,2.0,8107.7,0.0
176,8924461,Новосибирская область,"Жилищно-строительный кооператив ""Романтика""","ЖСК ""Романтика""",Сергей Алексеевич Власов,5405115111,1025401921489.0,"г. Новосибирск, ул. Федосеева, д. 36","г. Новосибирск, ул. Федосеева, д. 36",8-913-378-4747,vlasovsergey@inbox.ru,https://sites.google.com/site/zskromantika,1.0,634.0,26.5
177,7780353,Новосибирская область,"Жилищно-строительный кооператив ""Ромашка""","ЖСК ""Ромашка""",Марина Яковлевна Черепанова,5406015783,1025402477924.0,"г. Новосибирск, ул. Селезнева, д. 52, п. 42а","г. Новосибирск, ул. Селезнева, д. 52",83832110373,jskromashka@yandex.ru,731.degkh.ru/zhsk_romashka/,1.0,8631.1,0.0
178,8913651,Новосибирская область,"Жилищно-строительный кооператив ""РУБИН""","ЖСК ""РУБИН""",Галина Павловна Иванова,5404118504,1035401486405.0,"г. Новосибирск, ул. Пермитина, д. 14, п. 96","г. Новосибирск, ул. Пермитина, д. 14, п. 96",89628333731,tshlemenkova@yandex.ru,,1.0,3421.4,21.0
179,8602035,Новосибирская область,"Жилищно-строительный кооператив ""Светлана"" ","ЖСК ""Светлана""",Владимир Егорович Бритт,5402109215,1025401026155.0,"г. Новосибирск, ул. Дмитрия Донского, д. 19","г. Новосибирск, ул. Дмитрия Донского, д. 19",8(383)226-00-59,topol211@mail.ru,,2.0,6157.6,28.5
180,8554708,Новосибирская область,"Жилищно-строительный кооператив ""Север""","ЖСК ""Север""",Галина Александровна Шевелева ,5447105429,2125485043660.0,"г. Куйбышев, ул. Молодежная, д. 6","г. Куйбышев, ул. Молодежная, д. 6",5-26-26,sever7777777@mail.ru,,1.0,3133.6,22.0
181,8923776,Новосибирская область,"Жилищно Строительный Кооператив ""Сибирь""","ЖСК ""Сибирь""",Юлианна Валерьевна Гасымова,5404135186,1035401490585.0,"г. Новосибирск, ул. Выставочная, д. 32","г. Новосибирск, ул. Выставочная, д. 32",89138930806,juga2008@yandex.ru,www.reformagkh.ru,1.0,3229.0,23.5
182,8572389,Новосибирская область,"Жилищно-строительный кооператив ""Сибиряк""","ЖСК ""Сибиряк""",Людмила Владимировна Рыбникова,5447105468,1025406828534.0,"г. Куйбышев, кв-л. 13-й, д. 3","г. Куйбышев, кв-л. 13-й, д. 3",83836263793,Shalak2008@yandex.ru,,2.0,6873.0,24.5
183,8915366,Новосибирская область,"Жилищно-строительный кооператив ""Сибиряк-2""","ЖСК ""Сибиряк-2""",Татьяна Михайловна Кравченко,5402110002,1025401025407.0,"г. Новосибирск, ул. Кропоткина, д. 118","г. Новосибирск, ул. Кропоткина, д. 118",2031226,89134699073@mail.ru,k118.ru,1.0,32007.8,0.0
184,8928773,Новосибирская область,"Жилищно-строительный кооператив ""Сибсельмашевец-2""","ЖСК ""Сибсельмашевец-2""",Олег Николаевич Дикунов,5404118737,1025401508450.0,"г. Новосибирск, ул. Невельского, д. 7","г. Новосибирск, ул. Невельского, д. 7",3833612705,lyubov-smirnova-73@mail.ru,,1.0,3024.3,27.0
185,8434935,Новосибирская область,"Жилищно-строительный кооператив ""Сибсельмашевец-3""","ЖСК ""Сибсельмашевец-3""",Александр Данилович Екимов,5404117691,1035401494006.0,"г. Новосибирск, ул. Ударная, д. 1/1","г. Новосибирск, ул. Ударная, д. 1/1",3833433574,school187@list.ru,,1.0,4741.7,27.5
186,8912881,Новосибирская область,"Жилищно-строительный кооператив ""Сибсельмашевец-6""","ЖСК ""Сибсельмашевец-6""",Инна Львовна Шмелева,5404118053,1025401487231.0,"г. Новосибирск, ул. Полтавская, д. 29","г. Новосибирск, ул. Полтавская, д. 29",+79537760427,buhccm-62015@mail.ru,731.degkh.ru/zhsk_sibselmashevets_6/,1.0,8751.7,0.0
187,8918318,Новосибирская область,"Жилищно-строительный кооператив ""Сигнал""","ЖСК ""Сигнал""",Андрей Геннадьевич Маркин,5405115584,1035401940639.0,"г. Новосибирск, ул. 3 Интернационала, д. 125, п. 6","г. Новосибирск, ул. 3 Интернационала, д. 125, п. 6",8 (962) 8383798,,,1.0,4372.1,20.5
188,8572606,Новосибирская область,"Жилищно-строительный кооператив ""Советский-1""","ЖСК ""Советский-1""",Анатолий Иванович Журавлев,5408119570,1025403661084.0,"г. Новосибирск, ул. Часовая, д. 13","г. Новосибирск, ул. Часовая, д. 13",8 913 902 30 80,sovetskiy_1@mail.ru,,1.0,3123.0,20.0
189,8593701,Новосибирская область,"Жилищно-строительный кооператив ""Советский-второй""","ЖСК ""Советский-второй""",Татьяна Анатольевна Афанасьева,5408119587,1025403663372.0,"г. Новосибирск, ул. Барьерная, д. 2","г. Новосибирск, ул. Барьерная, д. 2",89138976764,gsk-sovetskiy-vtoroiy@yandex.ru,,1.0,5245.7,28.5
190,8924340,Новосибирская область,"Жилищно-строительный кооператив ""Солнечный-2""","ЖСК ""Солнечный-2""",Владимир Иванович Куликов,5401110151,1025400523576.0,"г. Новосибирск, ул. Адриена Лежена, д. 16","г. Новосибирск, ул. Адриена Лежена, д. 16",89137585751,jsksoln-2@yandex.ru,,1.0,7234.9,28.0
191,8616523,Новосибирская область,"Жилищно Строительный Коопепратив ""Союз""","ЖСК ""Союз""",Татьяна Алексеевна Зорина,5422104328,1025404182374.0,"г. Карасук, ул. Рабочая, д. 4","г. Карасук, ул. Рабочая, д. 4, п. 23",8 383 55 21790,zorinat42341@mail.ru,,1.0,2565.5,20.0
192,8915925,Новосибирская область,Жилищно-строительный кооператив СОЮЗ-1,ЖСК СОЮЗ-1,Виктор Алексеевич Живелев,5402109913,1025401028894.0,"г. Новосибирск, ул. Дуси Ковальчук, д. 65","г. Новосибирск, ул. Дуси Ковальчук, д. 65",+79139436235,gsksouz1@mail.ru,,1.0,11046.2,20.5
193,8928774,Новосибирская область,"Жилищно-строительный кооператив ""Стрелочный""",ЖСК Стрелочный,Юрий Николаевич Баранов,5409106686,1035403869137.0,"г. Новосибирск, ул. Первомайская, д. 186А","г. Новосибирск, ул. Первомайская, д. 186А",89139528698,strelochnii186@mail.ru,,1.0,2666.2,18.5
194,8916509,Новосибирская область,"Жилищно-строительный кооператив ""Строитель-3""","ЖСК ""Строитель-3""",Людмила Павлавна Березина,5403105414,1035401301110.0,"г. Новосибирск, ул. Саввы Кожевникова, д. 5","г. Новосибирск, ул. Саввы Кожевникова, д. 5",89529478841,gsk.stroitel.3@gmail.com,,1.0,5525.27,31.0
195,8496157,Новосибирская область,"Жилищно-строительный кооператив ""Текстильщик""","ЖСК ""Текстильщик""",Елена Викторовна Ипатова,5404117701,1025401478630.0,"г. Новосибирск, ул. Невельского, д. 23","г. Новосибирск, ул. Невельского, д. 23",8 983 129 50 10,karpovaib@yandex.ru,731.degkh.ru/zhsk_tekstilshchik/,1.0,3271.0,31.5
196,8927780,Новосибирская область,"Жилищно-строительный кооператив ""Титан""","ЖСК ""Титан""",Нина Васильевна Афанасьева,5403107193,1025401313960.0,"г. Новосибирск, ул. Оловозаводская, д. 5","г. Новосибирск, ул. Оловозаводская, д. 5",,,731.degkh.ru,1.0,3557.8,30.5
197,8915356,Новосибирская область,"ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""ТОПАЗ""","ЖСК ""ТОПАЗ""",Юрий Анатольевич Шахранов,5402115681,1025401011107.0,"г. Новосибирск, ул. Линейная, д. 31/4","г. Новосибирск, ул. Линейная, д. 31/4",89137340688,topaz.zheeska@mail.ru,,1.0,8607.2,28.5
198,8509481,Новосибирская область,"Жилищно-строительный кооператив ""Топограф""","ЖСК ""Топограф""",Марина Геньевна Колесникова,5407129046,1025403205398.0,"г. Новосибирск, ул. Челюскинцев, д. 38","г. Новосибирск, ул. Челюскинцев, д. 38",+79059548096,topoghraf-38@mail.ru,,1.0,4406.3,28.0
199,8926710,Новосибирская область,Жилищно-строительный  кооператив «Учитель»,ЖСК «Учитель»,Вера Никитична Федонова,5405114982,1035401905131.0,"г. Новосибирск, ул. Бориса Богаткова, д. 205","г. Новосибирск, ул. Бориса Богаткова, д. 205",+79137886425,uzhsk@mail.ru,http://тсж.жкхнсо.рф/жск-учитель/,1.0,2581.7,30.5
200,8914094,Новосибирская область,"Жилищно-строительный кооператив ""Факел""",ЖСК ФАКЕЛ,Ольга Савельевна Лутцева,5404117853,1035401481170.0,"г. Новосибирск, ул. Сибиряков-Гвардейцев, д. 4","г. Новосибирск, ул. Сибиряков-Гвардейцев, д. 4, п. 11",314-85-37,goodwin3@list.ru,,1.0,3387.0,27.0
201,8473308,Новосибирская область,Жилищно-строительный кооператив Фиалка,"ЖСК ""Фиалка""",Вадим Алексеевич Агеенко,5407120220,1035403207828.0,"г. Новосибирск, пр-кт. Комсомольский, д. 13","г. Новосибирск, пр-кт. Комсомольский, д. 13, п. квартира (офис) 33",89139158810,rk57rk@mail.ru,,1.0,4560.8,22.0
202,8627439,Новосибирская область,Жилищно-строительный кооператив «Челюскинец»,ЖСК «Челюскинец»,Елена Константиновна Сурикова,5407120237,1025403200096.0,"г. Новосибирск, ул. Нарымская, д. 19, п. 4","г. Новосибирск, ул. Нарымская, д. 19, п. 4",+79139495057,surikovaek@mail.ru,http://тсж.жкхнсо.рф/жск-челюскинец/,1.0,14484.3,29.5
203,8125530,Новосибирская область,"Жилищно-строительный кооператив ""Швейник""","ЖСК ""Швейник""",Алексей Станиславович Овечкин,5401108762,1035400512476.0,"г. Новосибирск, ул. Гоголя, д. 184","г. Новосибирск, ул. Гоголя, д. 184",+7-913-918-6369,gogola184@gmail.com,0,1.0,7091.6,26.5
204,8934140,Новосибирская область,"Жилищно-строительный кооператив ""Эврика-95""","ЖСК ""Эврика-95""",Ольга Евгеньевна Булгакова,5403106055,1025401317677.0,"г. Новосибирск, ул. Зорге, д. 119","г. Новосибирск, ул. Зорге, д. 119",89139563788,evrika-95@yandex.ru,,1.0,5688.5,24.0
205,8893737,Новосибирская область,"Жилищно-строительный кооператив ""Экран""","ЖСК ""Экран""",Валерий Васильевич Кругликов,5401108530,1035400511519.0,"г. Новосибирск, ул. Гоголя, д. 186","г. Новосибирск, ул. Гоголя, д. 186",89537995403,vaniver@mail.ru,,1.0,11981.0,25.5
206,8647845,Новосибирская область,"Жилищно-строительный кооператив ""Эксперимент""","ЖСК ""Эксперимент"" ",Татьяна Александровна Бурменская,5401108593,1025400525061.0,"г. Новосибирск, ул. Адриена Лежена, д. 18","г. Новосибирск, ул. Адриена Лежена, д. 18","(383) 214-54-12, +7(913)912-54-12",lezhena18@mail.ru,https://lezhena18.reformagkh.ru/,1.0,11267.5,28.0
207,8915114,Новосибирская область,"Жилищно-строительный кооператив ""Энергетик""","ЖСК ""Энергетик""",Андрей Николаевич Новиков,5447105570,1035406824661.0,"г. Куйбышев, кв-л. 2-й, д. 16","г. Куйбышев, кв-л. 2-й, д. 16",913-758-34-65,energetik.zhsk@yandex.ru,,1.0,2554.8,30.0
208,8912849,Новосибирская область,жилищно-строительный кооператив энергия,жск энергия,Александр Геннадьевич Коврижных,5404120743,1025401500948.0,"г. Новосибирск, ул. Пархоменко, д. 126, п. 7","г. Новосибирск, ул. Пархоменко, д. 126, п. 7",79237887363,enegy126nsk@majl.ru,www.reformagkh.ru,1.0,4326.8,28.0
209,8605036,Новосибирская область,жилищный строительный кооператив Юбилейный,ЖСК Юбилейный,Ирина Михайловна Пилипчак,5401108466,1025400510915.0,"г. Новосибирск, ул. Адриена Лежена, д. 6/1, п. 55","г. Новосибирск, ул. Адриена Лежена, д. 6/1, п. 55",83832677607,pilipchak.@mail.ru,,1.0,4396.0,24.0
210,8937801,Новосибирская область,"Жилищно-строительный кооператив ""Южный - 2""","ЖСК ""Южный - 2""",Вера Михайловна Синдеева,5409104960,1025403871349.0,"г. Новосибирск, ул. Березовая, д. 7/1, п. 45","г. Новосибирск, ул. Березовая, д. 7/1, п. 45",89537915453,,http://тсж.жкхнсо.рф/жск-южный-2/,2.0,7494.6,28.5
211,8928106,Новосибирская область,"Жилищно-строительный кооператив ""Юность""","ЖСК ""Юность""",Андрей Владимирович Свалов,5404132273,1035401481576.0,"г. Новосибирск, ул. Невельского, д. 49","г. Новосибирск, ул. Невельского, д. 49",255-81-19,zsk_unost@mail.ru,,1.0,8672.7,28.5
212,8622250,Новосибирская область,"Жилищно-строительный кооператив ""Янтарный""","ЖСК ""Янтарный""",Валерий Максимович Савиных,5404117780,1035401492191.0,"г. Новосибирск, ул. Связистов, д. 3","г. Новосибирск, ул. Связистов, д. 3",(383)341-60-55,val83202046@yandex.ru,,1.0,5275.6,27.0
213,8648863,Новосибирская область,"Жилищно-эксплуатационный кооператив ""Метростроитель""","ЖЭК ""Метростроитель""",Александр Анатольевич Громаков,5404120729,1035401487747.0,"г. Новосибирск, ул. Связистов, д. 119","г. Новосибирск, ул. Связистов, д. 119",8 (383) 3561088,zehk_metrostroitel@mail.ru,http://731.degkh.ru/zhek_metrostroitel/,1.0,3763.7,27.5
214,8927560,Новосибирская область,"ЖИЛИЩНО-ЭКСПЛУАТАЦИОННЫЙ КООПЕРАТИВ ""ЮГО-ЗАПАДНЫЙ""","ЖЭК ""ЮГО-ЗАПАДНЫЙ""",Валентина Марковна Коломейцева,5404118021,1035401491124.0,"г. Новосибирск, ул. Троллейная, д. 142","г. Новосибирск, ул. Троллейная, д. 142",(383)356-58-76,biggirl2013@yandex.ru,http://ygozap.ru,1.0,16128.2,30.5
215,8560080,Новосибирская область,"Закрытое Акционерное Общество ""Академ Парк""","ЗАО ""Академ Парк""",Ирина Михайловна Саютина,5408290834,1115476133893.0,"г. Новосибирск, ул. Зеленая Горка, д. 9, п. 26","г. Новосибирск, ул. Полевая, д. 3, п. 171а",+79831253011,irina-roza@yandex.ru,ak-park.jimdo.com,2.0,15941.6,77.0
216,7818970,Новосибирская область,"Закрытое акционерное общество Группа компаний ""Вымпел Сервис""","ЗАО ГК ""Вымпел Сервис""",Николай Александрович Яковченко,5445261655,1095445002850.0,"г. Бердск, ул. Ленина, д. 44","г. Бердск, ул. Ленина, д. 44",(383-41)20094,vimpel-servis@ngs.ru,http://www.iberdsk.ru/jkh/gk-vympel-servis/,28.0,90910.85,36.0
217,7648925,Новосибирская область,"Закрытое акционерное общество ""МКС-Новосибирск""","ЗАО ""МКС-Новосибирск""",Иван Иванович Волков,5401343371,1105476103413.0,"г. Новосибирск, ул. Республиканская, д. 11","г. Новосибирск, ул. Республиканская, д. 11",233-03-10,info@mks-novosibirsk.ru,mks-novosibirsk.ru,652.0,2676043.65,39.0
218,8939025,Новосибирская область,"Закрытое Акционерное Общество ""НОВОСИБИРСКЖИЛСТРОЙ-2""","ЗАО ""НОВОСИБИРСКЖИЛСТРОЙ-2""",Александр  Александрович Юстус ,5406013497,1035402457771.0,"г. Новосибирск, ул. Гоголя, д. 32/1","г. Новосибирск, ул. Гоголя, д. 32/1","2014632,2170021",uk@njs2.ru,www.njs2.ru,1.0,3032.6,24.0
219,8707492,Новосибирская область,"Закрытое акционерное общество ""Управляющая компания ""НАШ ДОМ""","ЗАО ""УК ""НАШ ДОМ""",Татьяна Чонсановна Родионова,5409239728,1135476148609.0,"г. Новосибирск, ул. Первомайская, д. 144/2","г. Новосибирск, ул. Первомайская, д. 144/2",3358834,zao-nashdom@yandex.ru,http://зао-нашдом.рф,25.0,99223.91,33.5
220,7553209,Новосибирская область,"Закрытое акционерное общество ""Управляющая компания ""СПАС-Дом""","ЗАО ""УК ""СПАС-Дом""",Владимир Борисович Булычев,5405311268,1065405025168.0,"г. Новосибирск, ул. Семьи Шамшиных, д. 69а","г. Новосибирск, ул. Семьи Шамшиных, д. 69а",3470001,adm@spas-dom.ru,spas-dom.ru,477.0,2803849.97,39.0
221,8917625,Новосибирская область,"Закрытое акционерное общество Управляющая компания ""ЭкоПолис""","ЗАО УК ""ЭкоПолис""",Сергей Андреевич Артемов,5406729812,1125476190949.0,"г. Новосибирск, ул. Чаплыгина, д. 93, п. 222","г. Новосибирск, ул. Кирова, д. 342, п. 3",89132031385,ukecopolis@mail.ru,www.ecopolis.info,13.0,13669.6,28.5
222,8916304,Новосибирская область,"Закрытое акционерное общество ""Управляющая компания ""Город""","ЗАО ""Управляющая компания ""Город""",Игорь Владимирович Церегородцев,5406778760,1145476047166.0,"г. Новосибирск, ул. Семьи Шамшиных, д. 94","г. Новосибирск, ул. Семьи Шамшиных, д. 90/5",(383) 230-57-07,ukgorod@solpro.ru,зао-город.рф,1.0,30989.5,0.0
223,8921750,Новосибирская область,"Муниципальное бюджетное учреждение ""Управляющая компания жилищно коммунального хозяйства""","МБУ ""УК ЖКХ""",Светлана Петровна Воронина,5448454849,1125476130889.0,"г. Обь, ул. ЖКО Аэропорта, д. 24","г. Обь, ул. О.Кошевого, д. 33",83837350446,50446t@gmail.com,http://voronina-sasha.wix.com/mbuukgkh,45.0,5262.4,26.0
224,8372904,Новосибирская область,"Муниципальное унитарное предприятие ""Барышевская дирекция единого заказчика жилищно-коммунальных услуг""","МУП ""Барышевская ДЕЗ ЖКУ""",Владимир Константинович Савченко,5433152676,1035404359572.0,"с. Барышево, ул. Пионерская, д. 33","с. Барышево, ул. Пионерская, д. 33",8(383)2937474,badezgku@yandex.ru,www.badezgku.ru,1.0,836.3,25.0
225,8433351,Новосибирская область,"Муниципальное унитарное предприятие ""Булатовский"" Булатовского сельского совета","МУП ""Булатовский""",Мария Николаевна Пачина,5452113351,1075471000208.0,"с. Булатово, ул. Центральная, д. 20","с. Булатово, ул. Центральная, д. 20",8-383-62-32223,mup_bulatowo54@mail.ru,www.reformagkh.ru,2.0,1491.5,31.5
226,7803763,Новосибирская область,"Муниципальное унитарное предприятие ""Горбуновское""","МУП ""Горбуновское""",Сергей Инокентьевич Бурундуков,5452113087,1065471011176.0,"с. Горбуново, ул. Советская, д. 26","с. Горбуново, ул. Советская, д. 26",8-38362-33205,mupgorbunovo@mail.ru,www.gorbunovo.oblnso.ru,30.0,6031.5,35.0
227,8488411,Новосибирская область,"Муниципальное унитарное предприятие Дирекция единого заказчика жилищно-коммунального хозяйства ""Боровское""","МУП ДЕЗ ЖКХ ""Боровское""",Сергей Владимирович Иванов,5433158477,1055475005145.0,"с. Боровое, ул. Советская, д. 27","с. Боровое, ул. Советская, д. 27",2-958-227,mu-dez@mail.ru,http://admborovoe.ru/,25.0,16665.0,35.0
228,8488323,Новосибирская область,"Муниципальное унитарное предприятие дирекция единого заказчика ""КуПриКа""","МУП ДЕЗ ЖКХ ""КуПриКа""",Юрий Иванович Костыря,5433161543,1065475001360.0,"дп. Кудряшовский, ул. Октябрьская, д. 14а","дп. Кудряшовский, ул. Октябрьская, д. 2а",2939-983,kuprika@mail.ru,www.kuprika.ru,11.0,0.0,17.5
229,8488830,Новосибирская область,"Муниципальное унитарное предприятие ""Дирекция заказчика жилищно-коммунального хозяйства с. Ленинское""","МУП ""ДЗ ЖКХ с. Ленинское""",Николай Андреевич Беленко ,5433181300,1105475001752.0,"с. Ленинское, ул. Школьная, д. 10","с. Ленинское, ул. Школьная, д. 10",83832954311,gkhleninskoe@mail.ru,leninskoye.ru,6.0,0.0,17.0
230,8489698,Новосибирская область,"Муниципальное унитарное предприятие ""Дирекция заказчика жилищно-коммунального хозяйства п. Мичуринский""","МУП ""Дирекция заказчика ЖКХ п. Мичуринский""",Евгений Викторович Быков,5433158614,1055475006146.0,"п. Мичуринский, ул. Солнечная, д. дом 5","п. Мичуринский, ул. Солнечная, д. 5",(383) 294-45-96,zakazchik-gkx@rambler.ru,www.gkh-michurinsk.ru,4.0,3398.4,33.0
231,8740779,Новосибирская область,"МУП ""Жилкомхоз"" Козловского сельсовета Барабинского района Новосибирской области","МУП ""Жилкомхоз"" Козловского  сельсовета",Федор Петрович Седько ,5451110862,1065470005831.0,"с. Новокозловское, пер. Административный, д. 2","с. Новокозловское, пер. Административный, д. 2",83836195208,zkhkozlovsky@mail.ru,,6.0,4401.41,38.0
232,8914710,Новосибирская область,Муниципальное унитарное предприятие «Жилищно-коммунальное хозяйство» Устьянцевского сельсовета Барабинского района Новосибирской области,МУП «Жилкомхоз» Устьянцевского сельсовета  Барабинского района Новосибирской области,Александр Сергеевич Берилло,5451110799,1065470001497.0,"д. Устьянцево, ул. Центральная, д. 41","д. Устьянцево, ул. Центральная, д. 41",8-383-61-62-217,lady.tolstova2011@yandex.ru,,3.0,2197.5,30.5
233,8914411,Новосибирская область,"Муниципальное унитарное предприятие ""Жилищно-коммунальное хозяйство"" Щербаковского сельсовета Барабинского района Новосибирской области","МУП ""Жилкомхоз"" Щербаковского сельсовета",Виктор Николаевич Мамаев,5451110647,1055470014863.0,"д. Старощербаково, ул. Мира, д. 9","д. Старощербаково, ул. Мира, д. 9",(383 61) 92-193,sch.gkh@yandex.ru,http://shcherbaki.ru/sotchialnaya/zhkh,3.0,1384.0,27.0
234,8433383,Новосибирская область,"Муниципальное унитарное предприятие города Новосибирска ""Жилищно-коммунальное хозяйство""","МУП ""ЖКХ""",Михаил Александрович Грязнов,5406684336,1115476114808.0,"г. Новосибирск, ул. Татарская, д. 83, п. 202","г. Новосибирск, ул. Татарская, д. 83, п. 202",8(383) 2011918,mupgkh@list.ru,www.mupgkh.su,1.0,1647.4,25.0
235,8467657,Новосибирская область,Муниципальное унитарное предприятие жилищно-коммунального хозяйства г.Барабинска,МУП ЖКХ,Сергей Алексеевич Ромащенко,5451110781,1065470001519.0,"г. Барабинск, пер. Майский, д. 11","г. Барабинск, пер. Майский, д. 11",8-383-61-24470,mupgkh-barabinska@yandex.ru,www.reformagkh.ru,335.0,410202.82,38.0
236,7768846,Новосибирская область,"Муниципальное унитарное предприятие жилищно-коммунального хозяйства ""Краснообск""","МУП ЖКХ ""Краснообск""",Денис Александрович Зеленцов,5433161840,1065475003351.0,"рп. Краснообск, д. 25","рп. Краснообск, д. 25",+7 (383) 3480347,mup_gkh@ngs.ru,http://jkh-krasnoobsk.ru/,58.0,367048.3,48.0
237,8555831,Новосибирская область,"Муниципальное унитарное предприятие жилищно-коммунальное хозяйство ""Лянинское""","МУП ЖКХ ""Лянинское""",Алексей Юрьевич Горбунов,5421110495,1065470001706.0,"с. Лянино, ул. Центральная, д. 34","с. Лянино, ул. Южная, д. 33",8(38363) 34-445,GKX11@yandex.ru,Лянинское.рф,4.0,2074.0,25.5
238,8938445,Новосибирская область,"Муниципальное унитарное предприятие ""Жилищно-коммунальное хозяйство Муниципального образования Промышленного сельсовета""","МУП ""ЖКХ МО Промышленного сельсовета""",Сергей Васильевич Ковалев,5443000129,1045403645935.0,"п. Керамкомбинат, ул. Широкая, д. 18","п. Керамкомбинат, ул. Широкая, д. 18",8-383-43-71-199,gkh_prom@rambler.ru,,26.0,40354.0,32.5
239,8554370,Новосибирская область,"Муниципальное унитарное предприятие жилищно-коммунальное хозяйство ""Нижнеурюмское""","МУП ЖКХ ""Нижнеурюмское""",Алексей  Иванович Троценко,5421110569,1065470002927.0,"с. Нижний Урюм, ул. Степная, д. 4","с. Нижний Урюм, ул. Степная, д. 4",383-63-32-136,gch632963@yandex.ru,http//нижнеурюмское.рф/titrix,5.0,1689.0,26.0
240,8914892,Новосибирская область,"Муниципальное Унитарное предприятие ""Жилищно- коммунальное хозяйство"" Новониколаевского сельсовета Барабинского района Новосибирской области","МУП ""ЖКХ"" Новониколаевского сельсовета Барабинского района Новосибирской области",Виктор Дмитриевич Ядрин,5451112740,1135485000606.0,"с. Новониколаевка, ул. Южная, д. 33/4","с. Новониколаевка, ул. Южная, д. 33/4",89139808626,nina_rozhkova_58@mail.ru,http://novonikolayevka.ru,2.0,1579.0,28.5
241,8798313,Новосибирская область,Муниципальное унитарное предприятие жилищно-коммунального хозяйства Новоспасского сельсовета Барабинского района Новосибирской области,"МУП ""ЖКХ"" Новоспасского сельсовета",Николай Юрьевич Кочергин,5451112789,1135485000650.0,"с. Новоспасск, ул. Центральная, д. 38","с. Новоспасск, ул. Центральная, д. 38",8 (383-61) 98 212,gkh-mup@rambler.ru,novospasskiy.ru,5.0,3701.13,30.5
